Data,Method,Parc,R,CIs_R_1,CIs_R_2,MAE,CIs_MAE_1,CIs_MAE_2,Delta_R,CIs_Delta_R_1,CIs_Delta_R_2,Delta_MAE,CIs_Delta_MAE_1,CIs_Delta_MAE_2
Age_gender_scanner_TBrainVolume,glmnet,NaN,0.099012378593906,0.00118839809580868,0.202358755054584,10.4640428389534,9.5597813386627,11.3141992790635,NaN,NaN,NaN,NaN,NaN,NaN
Age_gender_scanner_TBrainVolume,randomF,NaN,0.119948984310653,0.0293465773911838,0.204033333935126,10.4803500278488,9.61619402956153,11.3500406067711,NaN,NaN,NaN,NaN,NaN,NaN
Age_gender_scanner_TBrainVolume,SVR,NaN,0.076203515559426,-0.0192742914690193,0.17333429460172,10.5150129300922,9.67680707311933,11.3165709321249,NaN,NaN,NaN,NaN,NaN,NaN
Age_gender_scanner_TBrainVolume,Xgboost,NaN,0.127550954206922,0.0332099617794774,0.222772519044287,10.6248959772892,9.76026123684318,11.5033784771713,NaN,NaN,NaN,NaN,NaN,NaN
Age_gender_scanner_TBrainVolume_Contrast,glmnet,160,0.0642946270755343,-0.0215828583086647,0.1578971180872,10.5599920882825,9.67633232662256,11.4759797952592,-0.0347177515183716,-0.147012649546301,0.12659957444757,0.0959492493291645,-1.25553937539321,1.14043239895182
Age_gender_scanner_TBrainVolume_Contrast,randomF,160,0.138239144092266,0.0357792818358723,0.232536746664371,10.3758423366384,9.54281116898767,11.2432497598842,0.0182901597816132,-0.108692349036088,0.1663993059669,-0.104507691210467,-1.37206301716084,1.03141857024865
Age_gender_scanner_TBrainVolume_Contrast,SVR,160,0.000169657241722966,-0.103935625659167,0.101374435442642,10.5032135305315,9.62090435392374,11.3956315936995,-0.076033858317703,-0.207606446191314,0.0708980131434882,-0.0117993995606973,-1.35763291112393,1.05294210250273
Age_gender_scanner_TBrainVolume_Contrast,Xgboost,160,0.176413496982467,0.0775600835613194,0.266863171748565,10.5481267881788,9.72625531703644,11.376698864393,0.0488625427755445,-0.087090971162549,0.185200315164563,-0.0767691891104345,-1.38960747416683,1.04460663178079
Age_gender_scanner_TBrainVolume_Contrast,glmnet,640,0.0816808913465548,-0.0266173846681109,0.188939328116564,10.5049937248144,9.64572064634664,11.4520963074943,-0.0173314872473512,-0.146091579384393,0.161416507882913,0.0409508858610632,-1.3635078164456,1.10798245236132
Age_gender_scanner_TBrainVolume_Contrast,randomF,640,0.0905509898548762,-0.00866814742757902,0.189274072330381,10.4345587981352,9.51841447210393,11.3275663102981,-0.0293979944557765,-0.152901254283946,0.110743609074255,-0.0457912297136058,-1.33941526399512,1.10605064892797
Age_gender_scanner_TBrainVolume_Contrast,SVR,640,0.0638236521902679,-0.0556875935303739,0.176459087034701,10.5981815937723,9.73310578589773,11.47735116713,-0.0123798633691581,-0.15255785339799,0.144449422045029,0.0831686636800892,-1.23822507929697,1.14921234779304
Age_gender_scanner_TBrainVolume_Contrast,Xgboost,640,0.199091921087909,0.104782528198716,0.290914410712972,10.3567368478486,9.47982757610395,11.2816804828066,0.0715409668809867,-0.0537775111817782,0.197098152319146,-0.268159129440582,-1.57858050427818,0.786034775831154
